epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,662.019,0.29883,0.24094,0.84115,0.79013,0.5804,0.6393,0.37572,1.31732,0.91242,1.08643,0.00119786,0.00119786,0.00119786
360,663.843,0.31072,0.25648,0.86044,0.70124,0.60937,0.63001,0.37474,1.26947,0.89775,1.0566,0.00119552,0.00119552,0.00119552
361,665.689,0.2944,0.23689,0.83201,0.82397,0.54694,0.62418,0.38404,1.24681,0.90267,1.05289,0.00119317,0.00119317,0.00119317
362,667.507,0.33476,0.26323,0.85214,0.73246,0.54577,0.59891,0.36759,1.25639,0.93181,1.05114,0.00119083,0.00119083,0.00119083
363,669.347,0.3061,0.24036,0.85294,0.75225,0.54856,0.59258,0.35416,1.22915,0.91396,1.03744,0.00118848,0.00118848,0.00118848
364,671.194,0.35032,0.26119,0.86289,0.64273,0.65143,0.60378,0.35038,1.24325,0.86385,1.04384,0.00118612,0.00118612,0.00118612
365,673.003,0.31925,0.25033,0.8333,0.64756,0.60378,0.60387,0.34538,1.20878,0.85027,1.04753,0.00118376,0.00118376,0.00118376
366,674.849,0.30594,0.24161,0.82898,0.68679,0.63348,0.56757,0.31836,1.27159,0.88628,1.10529,0.0011814,0.0011814,0.0011814
367,676.707,0.32886,0.2508,0.85252,0.65066,0.53739,0.52571,0.32914,1.3756,1.05747,1.1814,0.00117904,0.00117904,0.00117904
368,678.55,0.3343,0.25018,0.8491,0.6628,0.47937,0.51553,0.33026,1.48721,1.21681,1.24385,0.00117667,0.00117667,0.00117667
369,680.409,0.33111,0.25197,0.85557,0.73145,0.49596,0.54084,0.34236,1.46443,1.24254,1.21814,0.0011743,0.0011743,0.0011743
370,682.27,0.29306,0.23253,0.84311,0.67886,0.44363,0.52668,0.34076,1.36766,1.19109,1.12857,0.00117193,0.00117193,0.00117193
371,684.088,0.30123,0.24698,0.8459,0.76334,0.54147,0.56978,0.34418,1.31777,1.1139,1.08271,0.00116955,0.00116955,0.00116955
372,685.9,0.29783,0.23876,0.85291,0.78527,0.45879,0.57587,0.34435,1.32497,1.14706,1.07561,0.00116717,0.00116717,0.00116717
373,687.727,0.30531,0.23554,0.83544,0.70267,0.4178,0.47843,0.30561,1.34444,1.1299,1.09294,0.00116478,0.00116478,0.00116478
374,689.548,0.28983,0.22812,0.84819,0.66266,0.54808,0.61914,0.34548,1.32263,0.99435,1.09633,0.0011624,0.0011624,0.0011624
375,691.355,0.30472,0.24029,0.84045,0.7276,0.61244,0.6717,0.36563,1.31931,0.91954,1.1096,0.00116001,0.00116001,0.00116001
376,693.162,0.30474,0.23882,0.84781,0.72422,0.61873,0.67069,0.36623,1.35609,0.89072,1.12097,0.00115761,0.00115761,0.00115761
377,694.968,0.30122,0.22619,0.84545,0.65573,0.67886,0.65693,0.33817,1.37291,0.89012,1.12992,0.00115522,0.00115522,0.00115522
378,696.801,0.31493,0.24306,0.83668,0.68646,0.70899,0.66776,0.33683,1.3391,0.86414,1.10277,0.00115282,0.00115282,0.00115282
379,698.643,0.31959,0.25575,0.84252,0.74946,0.7058,0.68186,0.35599,1.2641,0.85672,1.06102,0.00115041,0.00115041,0.00115041
380,700.494,0.31715,0.24417,0.83995,0.74575,0.69644,0.67218,0.34629,1.28761,0.87422,1.0656,0.00114801,0.00114801,0.00114801
381,702.349,0.29651,0.22935,0.84222,0.75117,0.70264,0.67296,0.33681,1.28408,0.88283,1.06803,0.0011456,0.0011456,0.0011456
382,704.251,0.3,0.23637,0.84426,0.75091,0.65251,0.63873,0.32964,1.29614,0.84931,1.08113,0.00114319,0.00114319,0.00114319
383,706.131,0.29125,0.23056,0.83167,0.76436,0.60378,0.62761,0.34117,1.33118,0.86107,1.11625,0.00114077,0.00114077,0.00114077
384,707.986,0.27508,0.22166,0.8413,0.6592,0.63137,0.62809,0.34168,1.34887,0.83944,1.1193,0.00113835,0.00113835,0.00113835
385,709.844,0.31582,0.24063,0.83954,0.70061,0.56909,0.62012,0.34556,1.30213,0.80943,1.08205,0.00113593,0.00113593,0.00113593
386,711.702,0.29327,0.23182,0.83517,0.71307,0.57091,0.61495,0.34494,1.27081,0.80768,1.07179,0.00113351,0.00113351,0.00113351
387,713.603,0.29794,0.23593,0.83503,0.72905,0.53299,0.61122,0.33806,1.28247,0.80753,1.09487,0.00113108,0.00113108,0.00113108
388,715.415,0.31787,0.24209,0.85133,0.70545,0.54873,0.5933,0.32488,1.25564,0.79914,1.07576,0.00112865,0.00112865,0.00112865
389,717.238,0.2933,0.23762,0.83421,0.51211,0.57993,0.58933,0.32346,1.22246,0.76445,1.05633,0.00112622,0.00112622,0.00112622
390,719.074,0.27845,0.22165,0.84044,0.51921,0.62957,0.57021,0.32394,1.22419,0.75367,1.05564,0.00112379,0.00112379,0.00112379
391,721.021,0.30568,0.23594,0.8344,0.76187,0.58216,0.66941,0.34962,1.23009,0.77117,1.06715,0.00112135,0.00112135,0.00112135
392,722.838,0.32637,0.24433,0.84845,0.78122,0.65965,0.68655,0.3786,1.24574,0.77883,1.06915,0.00111891,0.00111891,0.00111891
393,724.772,0.29158,0.23223,0.83542,0.68896,0.69798,0.68543,0.39959,1.24719,0.7569,1.07815,0.00111647,0.00111647,0.00111647
394,726.635,0.30656,0.23404,0.83768,0.71044,0.59325,0.61915,0.37849,1.27133,0.72319,1.10409,0.00111402,0.00111402,0.00111402
395,728.637,0.30315,0.23666,0.83434,0.62928,0.58487,0.59225,0.35803,1.26792,0.74627,1.1133,0.00111157,0.00111157,0.00111157
396,730.539,0.30485,0.23061,0.86099,0.64034,0.57721,0.58402,0.35259,1.28923,0.77107,1.0988,0.00110912,0.00110912,0.00110912
397,732.448,0.27835,0.2161,0.82977,0.58444,0.52646,0.5791,0.36084,1.26774,0.78597,1.0955,0.00110667,0.00110667,0.00110667
398,734.364,0.2955,0.22819,0.83005,0.68613,0.60571,0.60922,0.38553,1.2261,0.71266,1.08169,0.00110421,0.00110421,0.00110421
399,736.235,0.30838,0.23715,0.84362,0.6458,0.64627,0.62609,0.39324,1.23483,0.72104,1.10694,0.00110175,0.00110175,0.00110175
400,738.154,0.31991,0.24769,0.85397,0.59241,0.6048,0.62256,0.40788,1.22525,0.74378,1.10583,0.00109929,0.00109929,0.00109929
401,740.022,0.31422,0.23368,0.83574,0.6992,0.68196,0.69337,0.41577,1.25652,0.75152,1.10024,0.00109683,0.00109683,0.00109683
402,742.147,0.32011,0.24652,0.84409,0.71782,0.70864,0.69968,0.41823,1.2394,0.74986,1.1034,0.00109436,0.00109436,0.00109436
403,744.048,0.29442,0.23578,0.83908,0.72253,0.64674,0.6317,0.38297,1.24818,0.74925,1.0992,0.00109189,0.00109189,0.00109189
404,745.869,0.29665,0.23145,0.84931,0.6631,0.60146,0.61214,0.39256,1.21484,0.73576,1.08226,0.00108942,0.00108942,0.00108942
405,747.682,0.29512,0.23274,0.83012,0.63233,0.60378,0.60164,0.39616,1.20049,0.72141,1.0573,0.00108694,0.00108694,0.00108694
406,749.487,0.27148,0.21326,0.8228,0.88234,0.51783,0.6643,0.41379,1.22016,0.82869,1.07214,0.00108447,0.00108447,0.00108447
407,751.347,0.26238,0.21283,0.82065,0.69615,0.58139,0.6293,0.39614,1.25604,0.94928,1.09745,0.00108199,0.00108199,0.00108199
408,753.224,0.28609,0.22239,0.83531,0.72007,0.5563,0.63617,0.36971,1.29638,1.03292,1.09383,0.00107951,0.00107951,0.00107951
409,755.097,0.32306,0.24098,0.83965,0.67962,0.51783,0.55515,0.34221,1.32698,1.09051,1.10484,0.00107702,0.00107702,0.00107702
410,756.951,0.287,0.21602,0.82244,0.82279,0.4671,0.56378,0.33974,1.34173,1.04888,1.10774,0.00107454,0.00107454,0.00107454
411,758.78,0.30923,0.23896,0.84809,0.72717,0.52342,0.56695,0.33028,1.34951,1.01452,1.12372,0.00107205,0.00107205,0.00107205
412,760.631,0.30247,0.23095,0.8349,0.74424,0.53459,0.55662,0.31088,1.33828,0.96888,1.11241,0.00106956,0.00106956,0.00106956
413,762.49,0.30937,0.25189,0.85,0.57077,0.56299,0.49223,0.28925,1.38765,0.96569,1.15149,0.00106707,0.00106707,0.00106707
414,764.411,0.27502,0.22163,0.83162,0.75298,0.4899,0.54618,0.30644,1.36512,0.92653,1.1534,0.00106457,0.00106457,0.00106457
415,766.324,0.27833,0.21924,0.84229,0.76012,0.55071,0.57965,0.33862,1.34781,0.87937,1.14866,0.00106207,0.00106207,0.00106207
416,768.277,0.28223,0.22265,0.84242,0.80954,0.51783,0.59672,0.35407,1.2906,0.84268,1.09964,0.00105957,0.00105957,0.00105957
417,770.268,0.29768,0.24047,0.85198,0.83265,0.52901,0.61568,0.36118,1.27607,0.78423,1.0937,0.00105707,0.00105707,0.00105707
418,772.102,0.32412,0.23439,0.83566,0.85431,0.52533,0.61255,0.3666,1.22908,0.76094,1.06639,0.00105457,0.00105457,0.00105457
419,774.04,0.2752,0.21885,0.8326,0.72191,0.59748,0.62811,0.40421,1.22733,0.73889,1.06961,0.00105206,0.00105206,0.00105206
420,775.916,0.30624,0.23308,0.85634,0.68172,0.64536,0.60702,0.37785,1.25461,0.76391,1.0939,0.00104956,0.00104956,0.00104956
421,777.767,0.29758,0.231,0.83584,0.63736,0.60701,0.56475,0.35361,1.28071,0.84178,1.11222,0.00104705,0.00104705,0.00104705
422,779.611,0.28728,0.22242,0.839,0.6865,0.54634,0.56523,0.35176,1.29138,0.8544,1.09502,0.00104453,0.00104453,0.00104453
423,781.431,0.28532,0.21986,0.83511,0.65714,0.5535,0.52725,0.33653,1.23483,0.83713,1.05071,0.00104202,0.00104202,0.00104202
424,783.31,0.3065,0.24289,0.8396,0.70808,0.49613,0.53516,0.35852,1.20694,0.8281,1.03302,0.0010395,0.0010395,0.0010395
425,785.203,0.29136,0.2273,0.83227,0.70997,0.49613,0.56061,0.36105,1.21584,0.86903,1.04332,0.00103699,0.00103699,0.00103699
426,787.139,0.28783,0.22411,0.8331,0.64052,0.55604,0.5762,0.37026,1.21817,0.85253,1.04756,0.00103447,0.00103447,0.00103447
427,789,0.29173,0.22981,0.8432,0.70926,0.52685,0.58832,0.38225,1.22444,0.83083,1.06148,0.00103194,0.00103194,0.00103194
428,791.098,0.27298,0.21306,0.82514,0.80519,0.51848,0.60987,0.39191,1.24151,0.79914,1.07171,0.00102942,0.00102942,0.00102942
429,792.907,0.26704,0.2095,0.8373,0.77595,0.52407,0.61047,0.39769,1.25739,0.81032,1.07954,0.0010269,0.0010269,0.0010269
430,794.773,0.27316,0.21486,0.83421,0.79576,0.52407,0.62354,0.40805,1.22974,0.76503,1.0803,0.00102437,0.00102437,0.00102437
431,796.607,0.2766,0.21883,0.82774,0.82603,0.52223,0.62402,0.40296,1.24969,0.76149,1.10384,0.00102184,0.00102184,0.00102184
432,798.606,0.28454,0.22411,0.83742,0.62569,0.65353,0.61585,0.38819,1.25343,0.74382,1.12829,0.00101931,0.00101931,0.00101931
433,800.527,0.30548,0.2421,0.84616,0.66678,0.64544,0.62196,0.38159,1.25227,0.75122,1.11519,0.00101678,0.00101678,0.00101678
434,802.382,0.29,0.23941,0.83521,0.65567,0.65065,0.64851,0.39493,1.21691,0.7699,1.06386,0.00101424,0.00101424,0.00101424
435,804.222,0.3117,0.23634,0.83796,0.64891,0.63361,0.67916,0.40997,1.2154,0.80515,1.05065,0.00101171,0.00101171,0.00101171
436,806.025,0.30225,0.2368,0.84441,0.67135,0.63703,0.67277,0.39574,1.21541,0.84194,1.05102,0.00100917,0.00100917,0.00100917
437,807.866,0.28968,0.22496,0.81716,0.67268,0.63097,0.63942,0.37686,1.23864,0.84931,1.05871,0.00100663,0.00100663,0.00100663
438,809.682,0.27987,0.2213,0.82972,0.68034,0.66692,0.62822,0.36086,1.2624,0.85128,1.08246,0.00100409,0.00100409,0.00100409
439,811.488,0.29386,0.23069,0.84356,0.68284,0.66582,0.61831,0.35905,1.32516,0.87773,1.11877,0.00100155,0.00100155,0.00100155
440,813.31,0.28828,0.21923,0.84892,0.72644,0.57551,0.60644,0.36652,1.32351,0.90147,1.12633,0.000999001,0.000999001,0.000999001
441,815.137,0.28963,0.22252,0.82642,0.77558,0.62647,0.63576,0.38926,1.28617,0.91883,1.103,0.000996456,0.000996456,0.000996456
442,816.968,0.30604,0.23636,0.84543,0.76616,0.67385,0.70553,0.40827,1.26421,0.95603,1.08384,0.000993908,0.000993908,0.000993908
443,818.88,0.29402,0.23078,0.84853,0.68934,0.60215,0.6426,0.39985,1.28703,0.99315,1.10713,0.00099136,0.00099136,0.00099136
444,820.698,0.27286,0.21909,0.83114,0.70603,0.56468,0.64225,0.38466,1.30811,0.96608,1.11767,0.00098881,0.00098881,0.00098881
445,822.542,0.28211,0.2309,0.8375,0.70954,0.66771,0.69691,0.39721,1.29437,0.90438,1.09669,0.000986258,0.000986258,0.000986258
446,824.419,0.30055,0.22639,0.8495,0.73317,0.64224,0.70993,0.4178,1.25743,0.8103,1.07893,0.000983705,0.000983705,0.000983705
447,826.265,0.28251,0.22278,0.82838,0.79452,0.65062,0.72693,0.40513,1.25356,0.7653,1.0688,0.00098115,0.00098115,0.00098115
448,828.17,0.27847,0.22516,0.8144,0.77392,0.65872,0.72172,0.40698,1.24973,0.76886,1.07245,0.000978595,0.000978595,0.000978595
449,830.046,0.27775,0.21451,0.82886,0.6725,0.71,0.7038,0.39875,1.29677,0.78319,1.10505,0.000976037,0.000976037,0.000976037
450,831.933,0.31482,0.23841,0.84758,0.72028,0.6807,0.69801,0.39807,1.29005,0.79333,1.09957,0.000973479,0.000973479,0.000973479
451,833.759,0.29461,0.2309,0.83596,0.78618,0.65995,0.73184,0.41686,1.3078,0.83598,1.09349,0.000970919,0.000970919,0.000970919
452,835.652,0.29645,0.22953,0.83677,0.66532,0.65135,0.64549,0.39565,1.32248,0.8324,1.09324,0.000968358,0.000968358,0.000968358
453,837.562,0.27496,0.21817,0.82805,0.73768,0.68629,0.69992,0.40036,1.3115,0.8196,1.09276,0.000965796,0.000965796,0.000965796
454,839.475,0.28112,0.22164,0.82449,0.69913,0.68519,0.70003,0.3854,1.28611,0.79155,1.09101,0.000963232,0.000963232,0.000963232
455,841.355,0.28964,0.23297,0.83866,0.6322,0.7034,0.75063,0.40289,1.2501,0.75303,1.05991,0.000960668,0.000960668,0.000960668
456,843.253,0.27034,0.21948,0.82719,0.79486,0.69792,0.7908,0.43042,1.20675,0.70755,1.03755,0.000958102,0.000958102,0.000958102
457,845.162,0.27943,0.21163,0.81737,0.69007,0.63526,0.65353,0.37479,1.19496,0.70443,1.03612,0.000955535,0.000955535,0.000955535
458,846.986,0.29022,0.22075,0.8335,0.61625,0.59045,0.6092,0.36628,1.20831,0.72332,1.06192,0.000952967,0.000952967,0.000952967
459,848.862,0.31719,0.24526,0.84536,0.71574,0.52728,0.58846,0.34657,1.2201,0.73171,1.08887,0.000950397,0.000950397,0.000950397
460,850.703,0.2787,0.2208,0.83755,0.73601,0.52127,0.59405,0.3456,1.24526,0.76402,1.11683,0.000947827,0.000947827,0.000947827
461,852.551,0.28675,0.22497,0.84016,0.88086,0.55101,0.65244,0.3483,1.25354,0.79552,1.11897,0.000945256,0.000945256,0.000945256
462,854.379,0.28552,0.22155,0.83973,0.87142,0.54856,0.65797,0.34273,1.24299,0.81645,1.10802,0.000942683,0.000942683,0.000942683
463,856.248,0.2848,0.21556,0.83624,0.70726,0.54762,0.59428,0.3493,1.24853,0.89802,1.10939,0.00094011,0.00094011,0.00094011
464,858.154,0.26203,0.20886,0.81086,0.74093,0.54345,0.58433,0.34562,1.23579,1.0152,1.08657,0.000937535,0.000937535,0.000937535
465,859.978,0.30304,0.23213,0.84277,0.71477,0.54577,0.60388,0.3567,1.2489,1.07081,1.07586,0.00093496,0.00093496,0.00093496
466,861.851,0.27879,0.218,0.84162,0.74784,0.58702,0.61615,0.37647,1.21906,1.03634,1.06245,0.000932384,0.000932384,0.000932384
467,863.908,0.27238,0.21704,0.84277,0.73472,0.58423,0.61197,0.36709,1.2268,0.99615,1.0618,0.000929807,0.000929807,0.000929807
468,865.747,0.2784,0.22455,0.83115,0.71777,0.58144,0.59777,0.35402,1.23449,0.9996,1.07053,0.000927229,0.000927229,0.000927229
469,867.612,0.27259,0.21492,0.82564,0.71033,0.58144,0.57494,0.35505,1.23891,0.99912,1.07548,0.00092465,0.00092465,0.00092465
470,869.433,0.26177,0.21096,0.82513,0.73379,0.5954,0.56836,0.34888,1.2269,0.94308,1.09436,0.00092207,0.00092207,0.00092207
471,871.28,0.30156,0.22706,0.84893,0.69122,0.60378,0.5807,0.36217,1.22488,0.92351,1.09505,0.00091949,0.00091949,0.00091949
472,873.193,0.30121,0.23873,0.83532,0.70542,0.56811,0.6062,0.35979,1.25865,0.93934,1.10949,0.000916909,0.000916909,0.000916909
473,875.034,0.2726,0.21239,0.83381,0.71409,0.58399,0.59233,0.34904,1.27141,1.02511,1.12337,0.000914327,0.000914327,0.000914327
474,876.899,0.27454,0.21472,0.8584,0.68489,0.56787,0.56977,0.33038,1.28391,1.02319,1.10647,0.000911744,0.000911744,0.000911744
475,878.798,0.30586,0.24504,0.86807,0.65536,0.60338,0.58755,0.3446,1.28451,0.97292,1.10088,0.000909161,0.000909161,0.000909161
476,880.701,0.29992,0.23645,0.84265,0.62453,0.62054,0.58296,0.34489,1.30303,0.96329,1.12465,0.000906577,0.000906577,0.000906577
477,882.534,0.25955,0.20979,0.82638,0.65255,0.61495,0.59715,0.37493,1.28303,0.87364,1.13347,0.000903992,0.000903992,0.000903992
478,884.409,0.27629,0.22658,0.84288,0.61518,0.65342,0.61311,0.38641,1.23693,0.79775,1.11609,0.000901407,0.000901407,0.000901407
479,886.303,0.27918,0.21567,0.8366,0.62631,0.65865,0.64542,0.40233,1.22642,0.77314,1.09551,0.000898821,0.000898821,0.000898821
480,888.146,0.27569,0.22069,0.8384,0.69491,0.57929,0.59681,0.39701,1.23957,0.74095,1.11323,0.000896234,0.000896234,0.000896234
481,890.008,0.28622,0.21886,0.83813,0.69993,0.57929,0.62201,0.40799,1.23149,0.73075,1.10825,0.000893648,0.000893648,0.000893648
482,891.855,0.28814,0.22992,0.84782,0.66143,0.62163,0.62911,0.40819,1.24455,0.75491,1.09952,0.00089106,0.00089106,0.00089106
483,893.712,0.26735,0.21795,0.8308,0.66603,0.6618,0.62878,0.40991,1.25294,0.78015,1.1021,0.000888472,0.000888472,0.000888472
484,895.58,0.24228,0.20061,0.81935,0.67613,0.62225,0.60747,0.38416,1.27201,0.83444,1.09056,0.000885884,0.000885884,0.000885884
485,897.446,0.27942,0.21592,0.82343,0.72432,0.58144,0.5793,0.36144,1.30196,0.87359,1.10637,0.000883295,0.000883295,0.000883295
486,899.277,0.29872,0.2344,0.84114,0.66598,0.57864,0.56059,0.34819,1.31637,0.94294,1.11511,0.000880706,0.000880706,0.000880706
487,901.147,0.25292,0.20584,0.81721,0.65951,0.54065,0.54336,0.34312,1.31649,0.95341,1.10281,0.000878116,0.000878116,0.000878116
488,903.088,0.28288,0.2168,0.83296,0.65278,0.55081,0.54983,0.32849,1.36832,0.97513,1.14599,0.000875526,0.000875526,0.000875526
489,904.897,0.27691,0.21934,0.82307,0.63722,0.57306,0.56837,0.32439,1.34621,0.94642,1.13013,0.000872936,0.000872936,0.000872936
490,906.719,0.27009,0.21765,0.82385,0.68074,0.57841,0.61984,0.34336,1.27447,0.83685,1.0964,0.000870345,0.000870345,0.000870345
491,908.545,0.25744,0.20788,0.82325,0.66856,0.63945,0.63871,0.36646,1.23728,0.7961,1.09022,0.000867754,0.000867754,0.000867754
492,910.409,0.28538,0.2211,0.82562,0.82405,0.62594,0.70132,0.41266,1.23455,0.74668,1.08368,0.000865163,0.000865163,0.000865163
493,912.242,0.26362,0.20983,0.83021,0.6817,0.66605,0.67664,0.39077,1.25329,0.78222,1.08959,0.000862571,0.000862571,0.000862571
494,914.264,0.29004,0.22255,0.83771,0.77284,0.62085,0.68465,0.37941,1.2914,0.82342,1.10084,0.00085998,0.00085998,0.00085998
495,916.127,0.27396,0.21538,0.83484,0.7909,0.61726,0.65892,0.38295,1.29305,0.87948,1.10807,0.000857388,0.000857388,0.000857388
496,917.967,0.29727,0.25497,0.87542,0.78549,0.6171,0.64596,0.37455,1.26564,0.86412,1.09444,0.000854796,0.000854796,0.000854796
497,919.817,0.26198,0.20949,0.82357,0.74808,0.6206,0.63213,0.37146,1.24545,0.8646,1.07516,0.000852204,0.000852204,0.000852204
498,921.66,0.25778,0.20264,0.8169,0.73061,0.58361,0.60197,0.36421,1.25235,0.90157,1.07357,0.000849612,0.000849612,0.000849612
499,923.513,0.28927,0.22353,0.82137,0.74047,0.63107,0.60312,0.36794,1.22836,0.91776,1.0592,0.00084702,0.00084702,0.00084702
500,925.437,0.26111,0.2157,0.81388,0.71738,0.60278,0.589,0.35976,1.23298,0.90664,1.0733,0.000844427,0.000844427,0.000844427
501,927.39,0.27208,0.21933,0.82679,0.73023,0.62269,0.61236,0.35265,1.24818,0.88837,1.10241,0.000841835,0.000841835,0.000841835
502,929.298,0.25781,0.20976,0.82753,0.74972,0.64509,0.6191,0.34626,1.26129,0.8407,1.12275,0.000839243,0.000839243,0.000839243
503,931.219,0.27604,0.2149,0.83157,0.77028,0.66947,0.63235,0.36342,1.25084,0.79302,1.11978,0.00083665,0.00083665,0.00083665
504,933.21,0.29238,0.22251,0.85738,0.72095,0.69467,0.64797,0.35779,1.24485,0.75205,1.09491,0.000834058,0.000834058,0.000834058
505,935.231,0.28925,0.21758,0.85469,0.78324,0.69418,0.67004,0.35361,1.25389,0.75383,1.08457,0.000831466,0.000831466,0.000831466
506,937.306,0.27247,0.21815,0.82562,0.7945,0.67791,0.66733,0.37356,1.26572,0.82134,1.09633,0.000828874,0.000828874,0.000828874
507,939.194,0.25376,0.20393,0.8262,0.76649,0.66189,0.64439,0.36966,1.26824,0.86421,1.08139,0.000826282,0.000826282,0.000826282
508,941.098,0.27584,0.2164,0.83445,0.7429,0.65643,0.65633,0.35705,1.24985,0.9115,1.06955,0.00082369,0.00082369,0.00082369
509,942.97,0.27436,0.22212,0.82884,0.8016,0.61997,0.65435,0.35459,1.25529,0.9249,1.0644,0.000821099,0.000821099,0.000821099
510,944.827,0.29581,0.23104,0.84641,0.80834,0.58543,0.64991,0.34272,1.27029,0.93375,1.07144,0.000818507,0.000818507,0.000818507
511,946.707,0.27875,0.22597,0.82637,0.78143,0.54746,0.65028,0.35207,1.25286,0.8997,1.08037,0.000815916,0.000815916,0.000815916
512,948.58,0.25642,0.20243,0.82086,0.65017,0.62613,0.61989,0.33193,1.24886,0.80647,1.09093,0.000813325,0.000813325,0.000813325
513,950.503,0.28805,0.22614,0.82676,0.63628,0.65956,0.63289,0.31259,1.2721,0.82472,1.10304,0.000810734,0.000810734,0.000810734
514,952.374,0.27259,0.21664,0.83279,0.67318,0.49446,0.53653,0.29878,1.24738,0.80591,1.09332,0.000808144,0.000808144,0.000808144
515,954.258,0.27177,0.21894,0.82837,0.67876,0.49398,0.54147,0.31212,1.24294,0.80511,1.09354,0.000805554,0.000805554,0.000805554
516,956.133,0.28077,0.21475,0.84204,0.78647,0.47165,0.55951,0.31664,1.24705,0.83114,1.09424,0.000802964,0.000802964,0.000802964
517,957.978,0.27068,0.21542,0.8288,0.7563,0.59673,0.57998,0.33359,1.25298,0.92559,1.09242,0.000800375,0.000800375,0.000800375
518,959.84,0.2596,0.21383,0.83762,0.81362,0.58144,0.55731,0.32711,1.24406,0.94909,1.07874,0.000797786,0.000797786,0.000797786
519,961.708,0.26382,0.21344,0.83625,0.80733,0.57585,0.57699,0.3202,1.26521,0.97653,1.10198,0.000795198,0.000795198,0.000795198
520,963.594,0.2804,0.2177,0.82914,0.78111,0.57864,0.61222,0.35976,1.26612,1.01831,1.10344,0.00079261,0.00079261,0.00079261
521,965.437,0.2485,0.19404,0.83283,0.76073,0.54297,0.59743,0.35965,1.25012,0.98653,1.08907,0.000790022,0.000790022,0.000790022
522,967.3,0.24994,0.20123,0.81996,0.76047,0.58423,0.57105,0.3572,1.21822,0.94644,1.07214,0.000787436,0.000787436,0.000787436
523,969.136,0.27925,0.21137,0.8525,0.7581,0.57251,0.55012,0.33051,1.21134,0.93557,1.06283,0.000784849,0.000784849,0.000784849
524,970.973,0.28033,0.21366,0.8302,0.79882,0.49154,0.54442,0.32209,1.23169,0.96327,1.08141,0.000782263,0.000782263,0.000782263
525,972.78,0.24342,0.19717,0.82245,0.71211,0.49779,0.47826,0.29003,1.27213,1.06963,1.11287,0.000779678,0.000779678,0.000779678
526,974.609,0.28013,0.22325,0.8434,0.71077,0.56579,0.58339,0.32711,1.26603,1.01125,1.10004,0.000777093,0.000777093,0.000777093
527,976.536,0.26441,0.20784,0.83323,0.73789,0.55094,0.62744,0.33195,1.27831,1.0262,1.0973,0.000774509,0.000774509,0.000774509
528,978.395,0.25924,0.21151,0.82566,0.67848,0.54856,0.58702,0.32893,1.30832,1.08183,1.10935,0.000771926,0.000771926,0.000771926
529,980.387,0.24828,0.19712,0.83019,0.73156,0.52046,0.59558,0.32117,1.30624,1.04699,1.10545,0.000769343,0.000769343,0.000769343
530,982.246,0.28231,0.22199,0.82252,0.71842,0.52032,0.57636,0.33712,1.33023,1.03021,1.1167,0.000766761,0.000766761,0.000766761
531,984.133,0.28321,0.22166,0.84061,0.63925,0.58702,0.59561,0.33983,1.3698,1.00636,1.14151,0.00076418,0.00076418,0.00076418
532,985.964,0.25132,0.20009,0.82033,0.64909,0.62768,0.61184,0.36428,1.33482,0.90895,1.12441,0.0007616,0.0007616,0.0007616
533,987.778,0.27492,0.21522,0.83068,0.71702,0.6952,0.6802,0.38927,1.27976,0.84766,1.08625,0.00075902,0.00075902,0.00075902
534,989.591,0.26546,0.20881,0.84218,0.73572,0.62883,0.66468,0.38238,1.28171,0.84851,1.10666,0.000756441,0.000756441,0.000756441
535,991.435,0.27282,0.21592,0.82042,0.7657,0.58144,0.6477,0.36445,1.28958,0.90303,1.11087,0.000753863,0.000753863,0.000753863
536,993.25,0.28014,0.21366,0.87161,0.75493,0.56619,0.6457,0.3524,1.36203,1.03279,1.15621,0.000751286,0.000751286,0.000751286
537,995.08,0.25494,0.20589,0.82585,0.72277,0.60314,0.64291,0.35,1.40845,1.07614,1.17108,0.00074871,0.00074871,0.00074871
538,997.017,0.26577,0.2099,0.83355,0.84717,0.58072,0.64745,0.32945,1.42595,1.09629,1.1632,0.000746135,0.000746135,0.000746135
539,998.922,0.28567,0.22344,0.84156,0.78161,0.54233,0.58582,0.33479,1.3989,1.05992,1.14296,0.00074356,0.00074356,0.00074356
540,1000.77,0.2861,0.21622,0.86406,0.77615,0.54512,0.57171,0.32942,1.40169,1.05806,1.14671,0.000740987,0.000740987,0.000740987
541,1002.65,0.24502,0.20394,0.82933,0.7566,0.55071,0.57143,0.30851,1.36665,1.02187,1.13733,0.000738414,0.000738414,0.000738414
542,1004.54,0.25751,0.20162,0.83528,0.74084,0.56747,0.57558,0.32156,1.33775,0.95588,1.1285,0.000735843,0.000735843,0.000735843
543,1006.42,0.30511,0.24586,0.84187,0.75502,0.53217,0.59887,0.34221,1.29488,0.87785,1.11614,0.000733273,0.000733273,0.000733273
544,1008.29,0.26361,0.20579,0.83453,0.78384,0.54245,0.60555,0.35441,1.28528,0.83689,1.11307,0.000730703,0.000730703,0.000730703
545,1010.25,0.26844,0.21044,0.81862,0.72243,0.54856,0.60366,0.36253,1.29532,0.85569,1.10995,0.000728135,0.000728135,0.000728135
